Name	20446_OCI-shC-1_S37_L999_R1_001	20447_OCI-shC-2_S38_L999_R1_001	20450_OCI-shP9-1_S40_L999_R1_001	20451_OCI-shP9-2_S41_L999_R1_001
ENSG00000250337	11	6	8	11
ENSG00000250338	0	0	0	0
ENSG00000250339	0	0	0	0
ENSG00000250340	0	0	0	0
ENSG00000250341	0	0	0	0
ENSG00000250342	0	0	0	0
ENSG00000250343	1	1	1	1
ENSG00000250344	0	0	0	0
ENSG00000250345	0	0	0	0
ENSG00000250346	3	3	1	2
ENSG00000250347	0	0	0	0
ENSG00000250348	0	0	0	0
ENSG00000250349	0	0	0	0
ENSG00000250350	0	0	0	0
ENSG00000250351	0	0	0	0
ENSG00000250354	0	0	0	0
ENSG00000250356	0	0	0	0
ENSG00000250357	0	0	0	0
ENSG00000250358	0	0	0	0
ENSG00000250359	0	0	0	0
ENSG00000250360	0	0	0	0
ENSG00000250361	0	0	3	3
ENSG00000250362	0	0	0	0
ENSG00000250363	0	0	0	0
ENSG00000250365	0	3	4	4
ENSG00000250366	0	0	0	0
ENSG00000250371	2	0	2	5
ENSG00000250372	0	0	0	0
ENSG00000250374	0	0	0	0
ENSG00000250375	0	0	0	0
ENSG00000250376	0	0	0	0
ENSG00000250377	0	0	0	0
ENSG00000250378	1	2	0	0
ENSG00000250379	0	2	1	0
ENSG00000250381	1	0	1	1
ENSG00000250383	0	0	0	0
ENSG00000250384	0	0	0	0
ENSG00000250385	0	0	0	0
ENSG00000250386	0	0	0	0
ENSG00000250387	8	8	5	4
ENSG00000250389	0	0	0	0
ENSG00000250390	7	1	3	2
ENSG00000250391	0	0	0	0
ENSG00000250392	0	0	0	0
ENSG00000250393	0	0	0	0
ENSG00000250397	12	6	16	11
ENSG00000250398	0	0	0	0
ENSG00000250400	68	54	32	40
ENSG00000250402	0	0	0	1
ENSG00000250403	0	2	1	0
ENSG00000250405	0	0	0	0
ENSG00000250406	0	0	0	0
ENSG00000250407	0	1	0	0
ENSG00000250409	0	0	0	0
ENSG00000250410	0	0	0	2
ENSG00000250411	0	0	0	0
ENSG00000250412	1	1	1	2
ENSG00000250413	0	0	0	0
ENSG00000250415	0	0	1	2
ENSG00000250416	0	0	0	0
ENSG00000250417	0	0	0	0
ENSG00000250418	0	0	0	0
ENSG00000250420	0	0	1	3
ENSG00000250421	0	0	0	0
ENSG00000250422	1	0	0	1
ENSG00000250423	8	12	9	5
ENSG00000250424	0	0	0	0
ENSG00000250425	1	0	2	0
ENSG00000250426	1	3	2	1
ENSG00000250427	0	0	0	1
ENSG00000250428	0	0	0	0
ENSG00000250430	0	0	1	0
ENSG00000250431	0	0	0	0
ENSG00000250432	0	0	0	0
ENSG00000250433	0	0	0	0
ENSG00000250436	0	0	0	0
ENSG00000250437	0	0	0	0
ENSG00000250438	0	0	0	0
ENSG00000250441	0	0	0	0
ENSG00000250442	0	0	0	0
ENSG00000250444	3	2	0	3
ENSG00000250446	0	0	0	0
ENSG00000250447	0	0	1	0
ENSG00000250448	0	0	0	0
ENSG00000250451	0	0	0	0
ENSG00000250453	0	0	0	0
ENSG00000250455	1	0	0	0
ENSG00000250456	0	2	0	3
ENSG00000250458	0	0	0	0
ENSG00000250461	3	2	3	0
ENSG00000250462	384	402	340	373
ENSG00000250464	0	0	0	0
ENSG00000250467	0	0	0	0
ENSG00000250470	0	0	0	0
ENSG00000250471	0	0	0	0
ENSG00000250472	1	3	0	2
ENSG00000250473	0	0	0	0
ENSG00000250474	12	13	15	13
ENSG00000250475	0	0	0	0
ENSG00000250476	0	0	0	0
ENSG00000250479	2158	2230	1992	2067
ENSG00000250480	0	0	0	0
ENSG00000250481	0	0	0	0
ENSG00000250482	0	0	0	0
ENSG00000250483	0	0	0	0
ENSG00000250484	0	0	0	0
ENSG00000250485	0	0	0	0
ENSG00000250486	0	0	0	0
ENSG00000250488	0	0	0	0
ENSG00000250490	4	1	4	7
ENSG00000250492	2	3	1	2
ENSG00000250493	1	1	5	2
ENSG00000250494	0	0	0	0
ENSG00000250496	0	0	0	0
ENSG00000250497	18	16	13	20
ENSG00000250500	0	0	0	0
ENSG00000250501	8	5	9	5
ENSG00000250503	0	0	0	0
ENSG00000250504	3	1	0	3
ENSG00000250505	0	0	0	0
ENSG00000250506	11	11	9	9
ENSG00000250507	0	0	0	0
ENSG00000250508	37	28	35	30
ENSG00000250509	0	0	0	0
ENSG00000250510	24	32	9	19
ENSG00000250511	0	0	0	0
ENSG00000250514	0	0	0	0
ENSG00000250515	0	0	0	0
ENSG00000250516	0	0	0	0
ENSG00000250517	4	0	5	4
ENSG00000250519	3	2	3	6
ENSG00000250522	0	0	0	0
ENSG00000250523	2	4	1	5
ENSG00000250524	0	0	0	0
ENSG00000250526	0	2	0	0
ENSG00000250529	0	0	0	0
ENSG00000250532	0	0	0	0
ENSG00000250535	0	0	0	0
ENSG00000250536	2	4	1	0
ENSG00000250538	0	0	0	0
ENSG00000250539	11	17	8	25
ENSG00000250540	0	0	0	0
ENSG00000250541	0	0	0	0
ENSG00000250543	0	0	0	0
ENSG00000250544	0	0	0	0
ENSG00000250546	0	3	1	1
ENSG00000250547	0	0	0	0
ENSG00000250548	12	13	18	15
ENSG00000250550	0	0	0	0
ENSG00000250551	0	0	1	0
ENSG00000250555	0	0	0	0
ENSG00000250556	0	0	0	0
ENSG00000250560	0	0	0	0
ENSG00000250561	0	0	0	0
ENSG00000250562	0	0	0	1
ENSG00000250563	0	0	0	0
ENSG00000250564	0	0	0	0
ENSG00000250565	222	237	184	182
ENSG00000250566	0	0	0	0
ENSG00000250567	0	0	0	0
ENSG00000250568	1	1	1	1
ENSG00000250569	16	31	22	32
ENSG00000250571	385	377	341	361
ENSG00000250572	0	0	0	0
ENSG00000250573	0	0	0	0
ENSG00000250574	0	0	0	0
ENSG00000250575	1	0	0	0
ENSG00000250576	0	0	0	0
ENSG00000250577	1	0	1	1
ENSG00000250579	0	0	0	0
ENSG00000250580	0	2	0	1
ENSG00000250582	0	0	0	0
ENSG00000250583	0	0	0	0
ENSG00000250584	0	0	1	0
ENSG00000250585	1	2	3	1
ENSG00000250587	0	0	0	0
ENSG00000250590	0	2	0	0
ENSG00000250591	0	0	0	0
ENSG00000250592	0	0	0	0
ENSG00000250594	0	0	0	0
ENSG00000250596	1	0	1	0
ENSG00000250597	0	0	0	0
ENSG00000250599	0	1	1	0
ENSG00000250600	0	0	0	0
ENSG00000250602	0	0	2	0
ENSG00000250603	2	0	0	1
ENSG00000250604	0	0	0	0
ENSG00000250608	5	7	6	7
ENSG00000250609	0	0	0	0
ENSG00000250611	0	0	0	0
ENSG00000250612	0	0	0	0
ENSG00000250613	0	0	0	0
ENSG00000250614	0	0	0	0
ENSG00000250615	0	0	0	0
ENSG00000250616	3	2	2	6
ENSG00000250618	0	0	0	2
ENSG00000250619	0	0	0	0
ENSG00000250620	0	0	0	0
ENSG00000250622	0	0	0	0
ENSG00000250623	0	0	0	0
ENSG00000250624	0	0	0	0
ENSG00000250625	0	0	0	0
ENSG00000250626	2	2	7	3
ENSG00000250627	0	0	0	0
ENSG00000250629	0	0	0	0
ENSG00000250630	0	0	0	0
ENSG00000250632	0	0	0	0
ENSG00000250634	0	1	1	0
ENSG00000250635	4	0	1	1
ENSG00000250636	0	0	0	0
ENSG00000250637	0	0	0	0
ENSG00000250640	0	0	0	0
ENSG00000250641	0	0	0	0
ENSG00000250642	0	0	0	0
ENSG00000250643	1	1	2	2
ENSG00000250644	1	5	5	9
ENSG00000250645	8	12	14	13
ENSG00000250646	0	0	0	0
ENSG00000250650	0	0	0	0
ENSG00000250651	0	0	1	0
ENSG00000250654	1	1	1	1
ENSG00000250655	0	0	0	0
ENSG00000250656	0	0	0	0
ENSG00000250657	0	0	0	0
ENSG00000250658	0	0	0	0
ENSG00000250659	1	0	1	0
ENSG00000250662	0	1	0	0
ENSG00000250665	0	0	0	0
ENSG00000250666	0	0	0	0
ENSG00000250667	0	0	0	0
ENSG00000250668	0	0	0	0
ENSG00000250669	0	0	0	0
ENSG00000250670	1	2	3	1
ENSG00000250672	0	0	0	0
ENSG00000250673	1	5	14	10
ENSG00000250674	0	0	2	0
ENSG00000250677	0	0	0	0
ENSG00000250678	0	0	0	0
ENSG00000250681	0	0	0	0
ENSG00000250682	1	0	1	0
ENSG00000250684	0	0	0	0
ENSG00000250685	0	1	3	3
ENSG00000250686	0	1	0	0
ENSG00000250687	7	4	12	6
ENSG00000250688	0	0	0	0
ENSG00000250692	0	0	0	0
ENSG00000250693	0	0	0	0
ENSG00000250694	0	1	0	0
ENSG00000250696	1	0	1	0
ENSG00000250697	1	1	2	2
ENSG00000250698	0	0	0	0
ENSG00000250699	0	0	0	0
ENSG00000250703	0	0	0	0
ENSG00000250704	0	0	0	1
ENSG00000250705	0	0	0	0
ENSG00000250706	0	0	0	0
ENSG00000250708	0	0	0	0
ENSG00000250709	0	0	0	0
ENSG00000250710	0	0	0	0
ENSG00000250711	0	0	0	0
ENSG00000250712	0	0	0	0
ENSG00000250714	7	9	30	17
ENSG00000250715	0	0	0	0
ENSG00000250716	0	1	1	0
ENSG00000250719	0	0	0	0
ENSG00000250721	0	0	0	0
ENSG00000250722	23	18	16	2
ENSG00000250723	0	0	0	0
ENSG00000250725	0	0	0	0
ENSG00000250726	0	0	0	0
ENSG00000250727	0	0	2	1
ENSG00000250728	0	0	0	0
ENSG00000250730	0	0	0	0
ENSG00000250731	5	4	3	4
ENSG00000250732	0	0	0	0
ENSG00000250733	1	2	2	3
ENSG00000250734	0	0	2	1
ENSG00000250735	0	0	0	0
ENSG00000250739	0	3	1	1
ENSG00000250740	0	0	0	0
ENSG00000250741	0	0	0	0
ENSG00000250742	0	0	0	0
ENSG00000250745	0	0	0	0
ENSG00000250746	0	0	2	1
ENSG00000250747	0	0	0	0
ENSG00000250748	1	0	0	5
ENSG00000250749	0	0	0	0
ENSG00000250750	0	0	0	0
ENSG00000250751	1	0	0	0
ENSG00000250752	0	1	0	0
ENSG00000250753	0	0	0	0
ENSG00000250754	0	0	3	0
ENSG00000250756	0	0	0	0
ENSG00000250760	0	0	0	0
ENSG00000250761	0	0	0	0
ENSG00000250762	1	1	4	0
ENSG00000250764	3	5	4	7
ENSG00000250765	0	0	0	0
ENSG00000250767	0	0	0	0
ENSG00000250768	0	0	0	0
ENSG00000250769	0	0	0	0
ENSG00000250770	1	1	3	1
ENSG00000250771	37	50	38	50
ENSG00000250772	0	0	0	0
ENSG00000250775	0	0	0	0
ENSG00000250777	0	0	0	1
ENSG00000250778	0	0	0	0
ENSG00000250781	0	0	0	0
ENSG00000250782	0	0	0	0
ENSG00000250786	0	0	0	0
ENSG00000250787	0	0	0	0
ENSG00000250788	0	0	0	0
ENSG00000250790	14	12	22	11
ENSG00000250791	0	0	0	0
ENSG00000250794	0	0	0	0
ENSG00000250796	4	2	4	1
ENSG00000250799	0	0	1	0
ENSG00000250801	0	0	1	0
ENSG00000250802	7	9	9	8
ENSG00000250803	4	1	2	2
ENSG00000250804	0	0	0	0
ENSG00000250806	0	0	0	0
ENSG00000250808	0	0	0	0
ENSG00000250812	0	0	0	0
ENSG00000250813	0	0	0	0
ENSG00000250814	0	0	0	0
ENSG00000250815	0	0	0	1
ENSG00000250816	3	0	5	2
ENSG00000250819	0	0	0	0
ENSG00000250820	0	0	0	0
ENSG00000250821	0	0	0	0
ENSG00000250822	0	0	0	0
ENSG00000250825	0	0	0	0
ENSG00000250826	2	0	0	1
ENSG00000250827	0	2	0	0
ENSG00000250828	0	0	0	0
ENSG00000250829	3	4	2	3
ENSG00000250830	0	0	0	0
ENSG00000250831	2	0	1	3
ENSG00000250833	1	1	0	0
ENSG00000250834	0	0	0	0
ENSG00000250835	0	0	0	0
ENSG00000250838	0	0	0	1
ENSG00000250839	0	0	0	0
ENSG00000250842	0	0	0	0
ENSG00000250844	0	0	0	0
ENSG00000250846	0	0	0	0
ENSG00000250847	0	0	0	0
ENSG00000250848	0	3	0	1
ENSG00000250850	1	0	0	1
ENSG00000250853	1	0	0	0
ENSG00000250855	0	0	0	0
ENSG00000250857	0	0	0	0
ENSG00000250858	0	0	0	0
ENSG00000250859	1	1	3	5
ENSG00000250860	0	0	0	0
ENSG00000250862	0	0	0	2
ENSG00000250863	0	0	0	0
ENSG00000250865	3	0	1	2
ENSG00000250866	0	0	0	0
ENSG00000250868	0	0	0	0
ENSG00000250869	0	1	1	1
ENSG00000250874	0	0	1	0
ENSG00000250877	0	0	0	0
ENSG00000250878	4	9	2	1
ENSG00000250882	0	0	0	0
ENSG00000250884	0	0	0	0
ENSG00000250885	0	0	0	0
ENSG00000250886	0	0	0	0
ENSG00000250887	0	0	0	0
ENSG00000250888	0	0	0	0
ENSG00000250889	0	1	3	3
ENSG00000250890	0	0	0	0
ENSG00000250891	0	1	0	0
ENSG00000250892	0	0	0	0
ENSG00000250893	0	0	0	0
ENSG00000250894	0	0	0	0
ENSG00000250895	0	0	0	0
ENSG00000250896	2	0	0	0
ENSG00000250897	0	0	0	0
ENSG00000250899	26	24	12	12
ENSG00000250900	4	10	10	6
ENSG00000250902	0	0	1	1
ENSG00000250903	109	91	106	94
ENSG00000250905	0	0	0	0
ENSG00000250906	0	0	0	0
ENSG00000250908	0	0	0	0
ENSG00000250909	1	1	3	3
ENSG00000250910	5	9	5	3
ENSG00000250913	0	0	0	0
ENSG00000250914	0	0	0	0
ENSG00000250915	0	0	0	0
ENSG00000250917	6	5	1	1
ENSG00000250919	0	0	0	0
ENSG00000250920	0	0	0	0
ENSG00000250921	0	0	0	0
ENSG00000250922	0	0	0	0
ENSG00000250923	0	0	0	0
ENSG00000250927	0	0	0	1
ENSG00000250928	0	0	0	0
ENSG00000250929	5	4	5	5
ENSG00000250930	0	0	0	0
ENSG00000250933	0	0	0	0
ENSG00000250934	0	0	0	0
ENSG00000250938	6	4	7	6
ENSG00000250939	0	0	0	0
ENSG00000250940	0	0	0	0
ENSG00000250942	0	0	0	0
ENSG00000250945	0	0	0	0
ENSG00000250946	0	0	0	0
ENSG00000250947	0	0	0	0
ENSG00000250948	2	2	3	0
ENSG00000250949	0	0	0	0
ENSG00000250950	2	5	1	4
ENSG00000250951	0	0	0	0
ENSG00000250954	0	0	1	2
ENSG00000250955	0	0	0	0
ENSG00000250956	4	1	3	2
ENSG00000250957	0	0	0	0
ENSG00000250958	0	0	0	0
ENSG00000250959	44	74	71	80
ENSG00000250961	1	3	0	0
ENSG00000250962	0	0	0	0
ENSG00000250966	1	1	0	3
ENSG00000250968	0	0	0	0
ENSG00000250969	0	0	1	0
ENSG00000250971	0	1	1	2
ENSG00000250972	0	0	0	0
ENSG00000250973	0	0	0	0
ENSG00000250974	2	0	0	0
ENSG00000250976	0	0	0	0
ENSG00000250977	0	0	0	0
ENSG00000250978	0	0	0	0
ENSG00000250979	0	0	0	0
ENSG00000250980	0	0	0	0
ENSG00000250981	0	0	0	0
ENSG00000250982	8	2	6	7
ENSG00000250983	0	0	0	0
ENSG00000250984	0	0	0	0
ENSG00000250986	0	0	0	0
ENSG00000250988	26	27	24	18
ENSG00000250989	0	0	0	0
ENSG00000250990	0	0	0	0
ENSG00000250992	0	0	0	0
ENSG00000250993	0	0	0	0
ENSG00000250994	0	0	0	0
ENSG00000250995	8	17	8	7
ENSG00000250997	0	0	0	0
ENSG00000250999	7	6	8	6
ENSG00000251000	2	4	3	2
ENSG00000251001	0	0	0	0
ENSG00000251002	10	11	7	10
ENSG00000251003	76	77	66	46
ENSG00000251005	0	0	0	0
ENSG00000251008	0	0	0	0
ENSG00000251009	0	0	1	0
ENSG00000251010	0	0	0	0
ENSG00000251011	2	4	2	1
ENSG00000251012	0	0	0	0
ENSG00000251013	1	1	1	1
ENSG00000251014	0	0	0	0
ENSG00000251015	2	0	0	2
ENSG00000251017	1	0	0	0
ENSG00000251018	0	1	1	1
ENSG00000251019	0	0	0	0
ENSG00000251022	1022	1141	1049	1094
ENSG00000251023	9	13	2	13
ENSG00000251024	0	0	0	0
ENSG00000251025	0	0	0	0
ENSG00000251026	0	1	1	0
ENSG00000251027	0	0	0	0
ENSG00000251031	0	0	0	0
ENSG00000251032	0	1	0	0
ENSG00000251033	0	0	0	0
ENSG00000251034	21	17	16	26
ENSG00000251035	0	0	0	0
ENSG00000251038	0	0	0	0
ENSG00000251039	0	0	0	0
ENSG00000251040	0	0	0	0
ENSG00000251041	0	0	0	0
ENSG00000251044	0	0	0	0
ENSG00000251045	0	0	0	0
ENSG00000251046	22	34	27	21
ENSG00000251048	0	0	0	0
ENSG00000251049	0	0	0	0
ENSG00000251050	2	1	0	2
ENSG00000251051	0	0	0	0
ENSG00000251054	0	0	0	0
ENSG00000251055	0	0	0	0
ENSG00000251056	3	1	3	3
ENSG00000251058	0	0	0	0
ENSG00000251059	3	0	2	3
ENSG00000251061	0	1	0	0
ENSG00000251062	1	1	3	4
ENSG00000251066	0	0	0	0
ENSG00000251072	19	12	9	10
ENSG00000251073	0	0	0	0
ENSG00000251074	0	0	0	0
ENSG00000251075	0	0	0	0
ENSG00000251076	0	0	0	0
ENSG00000251078	0	0	0	0
ENSG00000251079	49	46	60	53
ENSG00000251080	1	2	4	0
ENSG00000251081	0	0	0	0
ENSG00000251085	0	0	0	0
ENSG00000251087	0	1	4	1
ENSG00000251088	0	0	0	0
ENSG00000251090	0	0	0	0
ENSG00000251093	1	0	0	0
ENSG00000251095	2	1	0	1
ENSG00000251099	0	0	0	0
ENSG00000251101	0	0	0	0
ENSG00000251102	0	0	0	1
ENSG00000251105	0	0	0	0
ENSG00000251106	0	0	0	0
ENSG00000251107	0	0	0	0
ENSG00000251108	0	1	0	0
ENSG00000251111	0	0	0	0
ENSG00000251112	0	0	0	0
ENSG00000251113	0	0	0	0
ENSG00000251118	1	0	1	0
ENSG00000251122	0	0	0	0
ENSG00000251123	0	0	0	0
ENSG00000251125	0	0	0	0
ENSG00000251126	0	0	0	0
ENSG00000251127	0	0	0	0
ENSG00000251128	0	0	0	0
ENSG00000251129	0	1	0	0
ENSG00000251131	19	18	18	24
ENSG00000251132	0	0	0	0
ENSG00000251135	2	2	3	0
ENSG00000251136	87	94	106	108
ENSG00000251137	0	0	0	0
ENSG00000251138	4	9	6	2
ENSG00000251139	0	0	0	0
ENSG00000251141	18	20	37	27
ENSG00000251142	0	0	0	0
ENSG00000251143	49	55	41	36
ENSG00000251144	0	2	0	0
ENSG00000251147	0	0	0	0
ENSG00000251148	0	0	0	0
ENSG00000251149	0	0	0	0
ENSG00000251151	0	1	0	0
ENSG00000251152	4	4	6	5
ENSG00000251154	0	0	0	0
ENSG00000251155	1	0	0	2
ENSG00000251158	0	0	0	0
ENSG00000251159	0	0	0	0
ENSG00000251161	2	14	11	8
ENSG00000251162	0	0	0	0
ENSG00000251163	1	1	0	2
ENSG00000251164	0	1	0	0
ENSG00000251165	0	0	0	0
ENSG00000251166	0	0	0	0
ENSG00000251168	1	1	2	0
ENSG00000251169	19	13	9	10
ENSG00000251170	0	0	0	0
ENSG00000251171	0	0	0	0
ENSG00000251172	0	0	0	0
ENSG00000251173	0	0	0	0
ENSG00000251174	0	0	0	0
ENSG00000251175	0	0	1	0
ENSG00000251176	1	2	4	3
ENSG00000251177	0	0	0	0
ENSG00000251178	0	2	0	1
ENSG00000251179	0	2	4	7
ENSG00000251182	0	0	0	0
ENSG00000251183	0	0	0	0
ENSG00000251184	0	0	0	0
ENSG00000251185	0	0	0	0
ENSG00000251186	0	0	0	0
ENSG00000251187	2	2	1	2
ENSG00000251188	0	1	2	1
ENSG00000251189	0	0	0	0
ENSG00000251191	0	1	2	0
ENSG00000251192	66	85	81	79
ENSG00000251193	0	0	0	0
ENSG00000251194	0	1	5	2
ENSG00000251195	0	0	0	0
ENSG00000251196	0	0	0	0
ENSG00000251199	0	0	0	0
ENSG00000251200	0	0	0	0
ENSG00000251201	1	1	0	0
ENSG00000251203	2	0	0	0
ENSG00000251204	0	0	0	0
ENSG00000251205	0	0	0	0
ENSG00000251206	0	0	0	0
ENSG00000251209	56	53	60	66
ENSG00000251210	1	4	3	1
ENSG00000251211	2	3	0	1
ENSG00000251212	0	0	0	0
ENSG00000251213	0	0	0	0
ENSG00000251214	0	0	0	0
ENSG00000251215	0	2	0	0
ENSG00000251216	0	2	0	0
ENSG00000251218	0	0	0	0
ENSG00000251219	0	0	0	0
ENSG00000251220	0	0	0	0
ENSG00000251221	7	10	14	3
ENSG00000251223	0	0	0	0
ENSG00000251224	0	1	0	0
ENSG00000251226	0	0	0	0
ENSG00000251228	0	0	0	0
ENSG00000251229	0	0	0	1
ENSG00000251230	1	0	0	4
ENSG00000251234	1	0	0	0
ENSG00000251235	0	0	0	1
ENSG00000251236	0	0	0	0
ENSG00000251237	0	0	0	0
ENSG00000251239	0	0	0	0
ENSG00000251243	0	0	0	0
ENSG00000251244	0	0	0	0
ENSG00000251246	0	0	0	0
ENSG00000251247	66	63	63	88
ENSG00000251248	0	0	0	0
ENSG00000251249	0	2	1	3
ENSG00000251250	0	0	0	0
ENSG00000251252	0	0	0	1
ENSG00000251253	0	0	0	0
ENSG00000251254	0	0	1	0
ENSG00000251256	0	0	0	0
ENSG00000251257	0	0	0	0
ENSG00000251258	0	0	0	0
ENSG00000251259	1	0	7	2
ENSG00000251260	0	0	0	0
ENSG00000251261	0	0	0	0
ENSG00000251264	0	0	2	0
ENSG00000251266	0	0	0	0
ENSG00000251270	0	0	0	0
ENSG00000251271	2	0	0	1
ENSG00000251273	0	0	0	0
ENSG00000251275	0	0	0	0
ENSG00000251276	0	0	0	0
ENSG00000251278	0	0	0	0
ENSG00000251279	4	2	4	3
ENSG00000251281	0	0	0	0
ENSG00000251283	0	0	0	0
ENSG00000251284	0	0	0	0
ENSG00000251285	0	0	0	0
ENSG00000251286	0	0	0	0
ENSG00000251287	0	3	2	4
ENSG00000251288	0	0	1	0
ENSG00000251291	0	0	0	0
ENSG00000251292	29	16	15	11
ENSG00000251293	0	0	0	0
ENSG00000251294	0	0	0	0
ENSG00000251296	0	0	0	0
ENSG00000251297	3	8	5	8
ENSG00000251298	2	5	5	3
ENSG00000251299	0	0	0	0
ENSG00000251300	0	0	0	0
ENSG00000251301	1	0	0	2
ENSG00000251303	0	0	0	0
ENSG00000251306	0	0	0	0
ENSG00000251307	1	0	0	2
ENSG00000251308	0	0	0	0
ENSG00000251309	0	0	0	0
ENSG00000251310	0	0	0	0
ENSG00000251311	6	1	1	0
ENSG00000251312	0	0	0	0
ENSG00000251313	0	0	0	0
ENSG00000251314	1	0	0	2
ENSG00000251317	0	0	0	0
ENSG00000251320	0	0	0	0
ENSG00000251321	0	0	0	0
ENSG00000251322	72	62	30	43
ENSG00000251323	9	14	5	10
ENSG00000251324	0	0	0	0
ENSG00000251325	0	0	0	0
ENSG00000251326	0	0	0	0
ENSG00000251329	0	0	0	0
ENSG00000251330	3	1	2	1
ENSG00000251332	0	0	0	0
ENSG00000251333	0	0	2	0
ENSG00000251334	0	1	0	0
ENSG00000251336	0	0	0	0
ENSG00000251338	0	0	0	0
ENSG00000251339	3	3	4	3
ENSG00000251340	0	0	0	0
ENSG00000251342	0	0	0	0
ENSG00000251345	0	0	0	0
ENSG00000251347	1	0	0	0
ENSG00000251348	1	1	3	1
ENSG00000251349	0	0	0	0
ENSG00000251350	0	0	0	0
ENSG00000251352	0	0	0	0
ENSG00000251353	2	1	0	0
ENSG00000251354	0	0	0	0
ENSG00000251356	0	0	0	1
ENSG00000251357	0	0	0	0
ENSG00000251359	12	9	14	7
ENSG00000251360	0	0	0	0
ENSG00000251361	0	0	0	0
ENSG00000251363	1	7	0	3
ENSG00000251364	44	49	32	28
ENSG00000251365	0	0	0	0
ENSG00000251366	0	0	0	2
ENSG00000251367	0	1	1	0
ENSG00000251368	0	0	0	0
ENSG00000251369	294	349	293	263
ENSG00000251370	0	0	0	0
ENSG00000251371	0	0	0	0
ENSG00000251372	0	2	0	1
ENSG00000251373	0	0	0	0
ENSG00000251374	2	0	0	0
ENSG00000251376	0	0	0	0
ENSG00000251377	1	1	0	0
ENSG00000251378	2	2	1	0
ENSG00000251379	94	104	88	95
ENSG00000251380	0	0	0	0
ENSG00000251381	2	4	2	1
ENSG00000251383	0	0	0	0
ENSG00000251385	0	0	0	0
ENSG00000251387	0	0	0	0
ENSG00000251388	0	0	0	0
ENSG00000251389	1	0	0	0
ENSG00000251391	0	0	0	0
ENSG00000251393	2	2	1	0
ENSG00000251395	0	0	0	0
ENSG00000251396	12	8	13	9
ENSG00000251398	0	0	0	0
ENSG00000251399	0	0	0	0
ENSG00000251400	0	0	0	0
ENSG00000251401	0	0	0	0
ENSG00000251402	0	0	0	0
ENSG00000251405	0	0	0	0
ENSG00000251407	0	0	0	0
ENSG00000251408	4	7	6	5
ENSG00000251409	1	0	0	0
ENSG00000251410	0	0	0	0
ENSG00000251411	19	13	7	10
ENSG00000251412	0	0	0	0
ENSG00000251413	0	0	0	0
ENSG00000251414	0	3	2	1
ENSG00000251416	0	0	0	0
ENSG00000251417	32	19	43	19
ENSG00000251418	0	0	0	0
ENSG00000251419	0	0	0	0
ENSG00000251421	0	1	2	0
ENSG00000251423	9	4	3	6
ENSG00000251424	0	0	0	0
ENSG00000251426	0	0	0	0
ENSG00000251427	0	0	0	0
ENSG00000251429	2	2	1	8
ENSG00000251430	0	0	0	0
ENSG00000251431	0	0	0	0
ENSG00000251432	58	60	53	71
ENSG00000251433	0	0	0	0
ENSG00000251434	3	4	2	0
ENSG00000251435	0	0	0	0
ENSG00000251436	0	0	0	0
ENSG00000251437	0	0	0	0
ENSG00000251438	0	0	0	0
ENSG00000251439	0	0	0	0
ENSG00000251440	0	0	0	0
ENSG00000251441	2	1	1	4
ENSG00000251442	11	9	11	15
ENSG00000251443	0	0	0	0
ENSG00000251445	0	0	0	0
ENSG00000251446	0	0	0	0
ENSG00000251447	0	0	0	0
ENSG00000251448	0	0	0	0
ENSG00000251449	0	0	0	0
ENSG00000251450	0	0	0	0
ENSG00000251451	0	0	0	1
ENSG00000251452	0	0	0	0
ENSG00000251453	0	0	0	0
ENSG00000251454	0	0	0	0
ENSG00000251455	0	0	0	0
ENSG00000251456	0	0	0	0
ENSG00000251458	0	0	0	0
ENSG00000251459	2	0	0	0
ENSG00000251460	0	0	0	0
ENSG00000251461	0	0	0	0
ENSG00000251463	6	6	1	12
ENSG00000251464	0	0	0	0
ENSG00000251467	2	1	2	0
ENSG00000251468	0	1	0	0
ENSG00000251470	0	1	0	0
ENSG00000251471	0	0	0	0
ENSG00000251473	0	0	0	0
ENSG00000251474	542	624	550	630
ENSG00000251476	1	1	0	0
ENSG00000251477	0	0	0	0
ENSG00000251478	44	29	37	27
ENSG00000251482	0	0	0	0
ENSG00000251483	0	0	0	0
ENSG00000251484	0	0	0	0
ENSG00000251485	3	7	6	7
ENSG00000251487	7	14	0	13
ENSG00000251488	0	0	0	0
ENSG00000251489	0	0	0	0
ENSG00000251490	0	0	0	0
ENSG00000251491	0	0	0	0
ENSG00000251492	0	0	0	0
ENSG00000251493	1102	991	953	948
ENSG00000251495	9	5	4	8
ENSG00000251497	0	0	0	0
ENSG00000251498	0	0	0	0
ENSG00000251501	0	0	0	0
ENSG00000251503	0	0	0	0
ENSG00000251504	3	6	5	0
ENSG00000251506	0	0	0	0
ENSG00000251508	0	0	0	0
ENSG00000251510	0	0	0	0
ENSG00000251511	0	0	0	0
ENSG00000251513	0	3	2	2
ENSG00000251515	0	0	0	0
ENSG00000251516	1	2	2	1
ENSG00000251517	0	0	1	0
ENSG00000251518	0	0	0	0
ENSG00000251520	1	1	0	0
ENSG00000251521	1	0	1	1
ENSG00000251523	2	0	0	0
ENSG00000251525	0	0	0	0
ENSG00000251526	0	0	0	0
ENSG00000251527	0	2	0	0
